# {"key": "Fig_7g_DICTrank_ADMETAI", "digest": "ea45d4adbd71", "n_iter": 300, "seed": 42, "n_predictions": 25, "n_positive": 20, "AUC_mean": 0.45323886039629263, "AUC_std": 0.2288128441009766}
FPR,TPR_mean,TPR_lower,TPR_upper
0.0,0.0,0.0,0.0
0.005,0.1436161598515499,0.0,0.36601265875325745
0.01,0.1436161598515499,0.0,0.36601265875325745
0.015,0.1436161598515499,0.0,0.36601265875325745
0.02,0.1436161598515499,0.0,0.36601265875325745
0.025,0.1436161598515499,0.0,0.36601265875325745
0.03,0.1436161598515499,0.0,0.36601265875325745
0.035,0.1436161598515499,0.0,0.36601265875325745
0.04,0.1436161598515499,0.0,0.36601265875325745
0.045,0.1436161598515499,0.0,0.36601265875325745
0.05,0.1436161598515499,0.0,0.36601265875325745
0.055,0.1436161598515499,0.0,0.36601265875325745
0.06,0.1436161598515499,0.0,0.36601265875325745
0.065,0.1436161598515499,0.0,0.36601265875325745
0.07,0.1436161598515499,0.0,0.36601265875325745
0.075,0.1436161598515499,0.0,0.36601265875325745
0.08,0.1436161598515499,0.0,0.36601265875325745
0.085,0.1436161598515499,0.0,0.36601265875325745
0.09,0.1436161598515499,0.0,0.36601265875325745
0.095,0.14385829060215524,0.0,0.366137150084751
0.1,0.14431026800328517,0.0,0.36643165227360164
0.105,0.14431026800328517,0.0,0.36643165227360164
0.11,0.14431026800328517,0.0,0.36643165227360164
0.115,0.14452213241006484,0.0,0.36665480373985404
0.12,0.14452213241006484,0.0,0.36665480373985404
0.125,0.14651615035622634,0.0,0.3684513387359136
0.13,0.14651615035622634,0.0,0.3684513387359136
0.135,0.14651615035622634,0.0,0.3684513387359136
0.14,0.14651615035622634,0.0,0.3684513387359136
0.145,0.1553673744616877,0.0,0.3857137210156937
0.15,0.1553673744616877,0.0,0.3857137210156937
0.155,0.1553673744616877,0.0,0.3857137210156937
0.16,0.1553673744616877,0.0,0.3857137210156937
0.165,0.1553673744616877,0.0,0.3857137210156937
0.17,0.16329985233172137,0.0,0.39752567994315013
0.17500000000000002,0.16329985233172137,0.0,0.39752567994315013
0.18,0.16329985233172137,0.0,0.39752567994315013
0.185,0.16329985233172137,0.0,0.39752567994315013
0.19,0.16329985233172137,0.0,0.39752567994315013
0.195,0.16329985233172137,0.0,0.39752567994315013
0.2,0.1830738636311564,0.0,0.43758739107235095
0.20500000000000002,0.1830738636311564,0.0,0.43758739107235095
0.21,0.1830738636311564,0.0,0.43758739107235095
0.215,0.1830738636311564,0.0,0.43758739107235095
0.22,0.1830738636311564,0.0,0.43758739107235095
0.225,0.18349759244471575,0.0,0.4379140639354229
0.23,0.18349759244471575,0.0,0.4379140639354229
0.23500000000000001,0.18349759244471575,0.0,0.4379140639354229
0.24,0.18349759244471575,0.0,0.4379140639354229
0.245,0.18349759244471575,0.0,0.4379140639354229
0.25,0.20234580969771856,0.0,0.4715454589097716
0.255,0.20234580969771856,0.0,0.4715454589097716
0.26,0.20234580969771856,0.0,0.4715454589097716
0.265,0.20234580969771856,0.0,0.4715454589097716
0.27,0.20234580969771856,0.0,0.4715454589097716
0.275,0.20307220194953454,0.0,0.4720138575479508
0.28,0.20307220194953454,0.0,0.4720138575479508
0.28500000000000003,0.20307220194953454,0.0,0.4720138575479508
0.29,0.21098180646930859,0.0,0.4857534818684207
0.295,0.21098180646930859,0.0,0.4857534818684207
0.3,0.21437163697778316,0.0,0.49201501635089934
0.305,0.21437163697778316,0.0,0.49201501635089934
0.31,0.21437163697778316,0.0,0.49201501635089934
0.315,0.21437163697778316,0.0,0.49201501635089934
0.32,0.21437163697778316,0.0,0.49201501635089934
0.325,0.21437163697778316,0.0,0.49201501635089934
0.33,0.21437163697778316,0.0,0.49201501635089934
0.335,0.2704275124136767,0.0,0.5844570965966506
0.34,0.2704275124136767,0.0,0.5844570965966506
0.34500000000000003,0.2704275124136767,0.0,0.5844570965966506
0.35000000000000003,0.2704275124136767,0.0,0.5844570965966506
0.355,0.2704275124136767,0.0,0.5844570965966506
0.36,0.2704275124136767,0.0,0.5844570965966506
0.365,0.27309095067033534,0.0,0.5887492224473485
0.37,0.27309095067033534,0.0,0.5887492224473485
0.375,0.27987061168728444,0.0,0.5998540568748192
0.38,0.27987061168728444,0.0,0.5998540568748192
0.385,0.27987061168728444,0.0,0.5998540568748192
0.39,0.27987061168728444,0.0,0.5998540568748192
0.395,0.27987061168728444,0.0,0.5998540568748192
0.4,0.3164807811788102,0.0,0.6624712752644575
0.405,0.3164807811788102,0.0,0.6624712752644575
0.41000000000000003,0.3164807811788102,0.0,0.6624712752644575
0.41500000000000004,0.3164807811788102,0.0,0.6624712752644575
0.42,0.3164807811788102,0.0,0.6624712752644575
0.425,0.3164807811788102,0.0,0.6624712752644575
0.43,0.33248831413549557,0.0,0.6875536517874699
0.435,0.33248831413549557,0.0,0.6875536517874699
0.44,0.33248831413549557,0.0,0.6875536517874699
0.445,0.3392679751524447,0.0,0.6971574981685627
0.45,0.3392679751524447,0.0,0.6971574981685627
0.455,0.3392679751524447,0.0,0.6971574981685627
0.46,0.3392679751524447,0.0,0.6971574981685627
0.465,0.3392679751524447,0.0,0.6971574981685627
0.47000000000000003,0.3392679751524447,0.0,0.6971574981685627
0.47500000000000003,0.3392679751524447,0.0,0.6971574981685627
0.48,0.3392679751524447,0.0,0.6971574981685627
0.485,0.3392679751524447,0.0,0.6971574981685627
0.49,0.3392679751524447,0.0,0.6971574981685627
0.495,0.3392679751524447,0.0,0.6971574981685627
0.5,0.47846087482326954,0.0777228097991094,0.8791989398474297
0.505,0.47846087482326954,0.0777228097991094,0.8791989398474297
0.51,0.47846087482326954,0.0777228097991094,0.8791989398474297
0.515,0.47846087482326954,0.0777228097991094,0.8791989398474297
0.52,0.47846087482326954,0.0777228097991094,0.8791989398474297
0.525,0.47846087482326954,0.0777228097991094,0.8791989398474297
0.53,0.47846087482326954,0.0777228097991094,0.8791989398474297
0.535,0.47846087482326954,0.0777228097991094,0.8791989398474297
0.54,0.47846087482326954,0.0777228097991094,0.8791989398474297
0.545,0.47846087482326954,0.0777228097991094,0.8791989398474297
0.55,0.4811243130799281,0.07954072790086963,0.8827078982589865
0.555,0.4811243130799281,0.07954072790086963,0.8827078982589865
0.56,0.4872683808765383,0.08565733336171066,0.8888794283913659
0.5650000000000001,0.4872683808765383,0.08565733336171066,0.8888794283913659
0.5700000000000001,0.4872683808765383,0.08565733336171066,0.8888794283913659
0.5750000000000001,0.5094906030987603,0.10604863329024594,0.9129325729072746
0.58,0.5094906030987603,0.10604863329024594,0.9129325729072746
0.585,0.5123589212213155,0.10899462977201346,0.9157232126706176
0.59,0.5123589212213155,0.10899462977201346,0.9157232126706176
0.595,0.5123589212213155,0.10899462977201346,0.9157232126706176
0.6,0.5646753054021066,0.1598267477904926,0.9695238630137206
0.605,0.5646753054021066,0.1598267477904926,0.9695238630137206
0.61,0.5646753054021066,0.1598267477904926,0.9695238630137206
0.615,0.5646753054021066,0.1598267477904926,0.9695238630137206
0.62,0.5646753054021066,0.1598267477904926,0.9695238630137206
0.625,0.5766394130790756,0.1738843385089907,0.9793944876491605
0.63,0.5766394130790756,0.1738843385089907,0.9793944876491605
0.635,0.5766394130790756,0.1738843385089907,0.9793944876491605
0.64,0.5797871128369448,0.17736432266323326,0.9822099030106564
0.645,0.5797871128369448,0.17736432266323326,0.9822099030106564
0.65,0.5797871128369448,0.17736432266323326,0.9822099030106564
0.655,0.5797871128369448,0.17736432266323326,0.9822099030106564
0.66,0.5797871128369448,0.17736432266323326,0.9822099030106564
0.665,0.5797871128369448,0.17736432266323326,0.9822099030106564
0.67,0.6765057487950992,0.2924277864468496,1.0
0.675,0.6765057487950992,0.2924277864468496,1.0
0.68,0.6765057487950992,0.2924277864468496,1.0
0.685,0.6765057487950992,0.2924277864468496,1.0
0.6900000000000001,0.6765057487950992,0.2924277864468496,1.0
0.6950000000000001,0.6765057487950992,0.2924277864468496,1.0
0.7000000000000001,0.6787656358007489,0.29593101244185493,1.0
0.705,0.6787656358007489,0.29593101244185493,1.0
0.71,0.6787656358007489,0.29593101244185493,1.0
0.715,0.7006112101886963,0.32489552362726626,1.0
