# {"key": "Fig_7g_DICTrank_SwissADME", "digest": "22a50cc2ccd6", "n_iter": 300, "seed": 42, "n_predictions": 23, "n_positive": 20, "AUC_mean": 0.6240129172132665, "AUC_std": 0.18256651045891104}
FPR,TPR_mean,TPR_lower,TPR_upper
0.0,0.0,0.0,0.0
0.005,0.4536820600715972,0.19125737130277698,0.7161067488404175
0.01,0.4536820600715972,0.19125737130277698,0.7161067488404175
0.015,0.4536820600715972,0.19125737130277698,0.7161067488404175
0.02,0.4536820600715972,0.19125737130277698,0.7161067488404175
0.025,0.4536820600715972,0.19125737130277698,0.7161067488404175
0.03,0.4536820600715972,0.19125737130277698,0.7161067488404175
0.035,0.4536820600715972,0.19125737130277698,0.7161067488404175
0.04,0.4536820600715972,0.19125737130277698,0.7161067488404175
0.045,0.4536820600715972,0.19125737130277698,0.7161067488404175
0.05,0.4536820600715972,0.19125737130277698,0.7161067488404175
0.055,0.4536820600715972,0.19125737130277698,0.7161067488404175
0.06,0.4536820600715972,0.19125737130277698,0.7161067488404175
0.065,0.4536820600715972,0.19125737130277698,0.7161067488404175
0.07,0.4536820600715972,0.19125737130277698,0.7161067488404175
0.075,0.4536820600715972,0.19125737130277698,0.7161067488404175
0.08,0.4536820600715972,0.19125737130277698,0.7161067488404175
0.085,0.4536820600715972,0.19125737130277698,0.7161067488404175
0.09,0.4536820600715972,0.19125737130277698,0.7161067488404175
0.095,0.4536820600715972,0.19125737130277698,0.7161067488404175
0.1,0.4536820600715972,0.19125737130277698,0.7161067488404175
0.105,0.4536820600715972,0.19125737130277698,0.7161067488404175
0.11,0.4536820600715972,0.19125737130277698,0.7161067488404175
0.115,0.4564486596691828,0.1939267837558749,0.7189705355824907
0.12,0.4564486596691828,0.1939267837558749,0.7189705355824907
0.125,0.45809185215744563,0.19571984642838347,0.7204638578865078
0.13,0.45809185215744563,0.19571984642838347,0.7204638578865078
0.135,0.45809185215744563,0.19571984642838347,0.7204638578865078
0.14,0.45809185215744563,0.19571984642838347,0.7204638578865078
0.145,0.4600724859602625,0.19715625313853824,0.7229887187819868
0.15,0.4600724859602625,0.19715625313853824,0.7229887187819868
0.155,0.4600724859602625,0.19715625313853824,0.7229887187819868
0.16,0.4600724859602625,0.19715625313853824,0.7229887187819868
0.165,0.4600724859602625,0.19715625313853824,0.7229887187819868
0.17,0.4704287411383902,0.2080906942986136,0.7327667879781669
0.17500000000000002,0.4704287411383902,0.2080906942986136,0.7327667879781669
0.18,0.4704287411383902,0.2080906942986136,0.7327667879781669
0.185,0.4704287411383902,0.2080906942986136,0.7327667879781669
0.19,0.4704287411383902,0.2080906942986136,0.7327667879781669
0.195,0.4704287411383902,0.2080906942986136,0.7327667879781669
0.2,0.48157897588017434,0.21861530878489976,0.7445426429754489
0.20500000000000002,0.48157897588017434,0.21861530878489976,0.7445426429754489
0.21,0.48157897588017434,0.21861530878489976,0.7445426429754489
0.215,0.48157897588017434,0.21861530878489976,0.7445426429754489
0.22,0.48157897588017434,0.21861530878489976,0.7445426429754489
0.225,0.48157897588017434,0.21861530878489976,0.7445426429754489
0.23,0.48157897588017434,0.21861530878489976,0.7445426429754489
0.23500000000000001,0.48157897588017434,0.21861530878489976,0.7445426429754489
0.24,0.48157897588017434,0.21861530878489976,0.7445426429754489
0.245,0.48157897588017434,0.21861530878489976,0.7445426429754489
0.25,0.5156906635500531,0.25083662614273333,0.7805447009573729
0.255,0.5156906635500531,0.25083662614273333,0.7805447009573729
0.26,0.5156906635500531,0.25083662614273333,0.7805447009573729
0.265,0.5156906635500531,0.25083662614273333,0.7805447009573729
0.27,0.5156906635500531,0.25083662614273333,0.7805447009573729
0.275,0.5156906635500531,0.25083662614273333,0.7805447009573729
0.28,0.5156906635500531,0.25083662614273333,0.7805447009573729
0.28500000000000003,0.5156906635500531,0.25083662614273333,0.7805447009573729
0.29,0.5174512269303349,0.2531233201371065,0.7817791337235632
0.295,0.5174512269303349,0.2531233201371065,0.7817791337235632
0.3,0.5174512269303349,0.2531233201371065,0.7817791337235632
0.305,0.5174512269303349,0.2531233201371065,0.7817791337235632
0.31,0.5174512269303349,0.2531233201371065,0.7817791337235632
0.315,0.5174512269303349,0.2531233201371065,0.7817791337235632
0.32,0.5174512269303349,0.2531233201371065,0.7817791337235632
0.325,0.5174512269303349,0.2531233201371065,0.7817791337235632
