# {"key": "Fig_6g_CNN_5fold", "digest": "e30c4db913b1", "n_iter": 300, "seed": 42, "n_predictions": 25, "n_positive": 14, "AUC_mean": 0.658967353185958, "AUC_std": 0.1221335425957978}
FPR,TPR_mean,TPR_lower,TPR_upper
0.0,0.0,0.0,0.0
0.005,0.15902815095694367,0.0,0.3308477982644117
0.01,0.15902815095694367,0.0,0.3308477982644117
0.015,0.15902815095694367,0.0,0.3308477982644117
0.02,0.15902815095694367,0.0,0.3308477982644117
0.025,0.15902815095694367,0.0,0.3308477982644117
0.03,0.15902815095694367,0.0,0.3308477982644117
0.035,0.15902815095694367,0.0,0.3308477982644117
0.04,0.15902815095694367,0.0,0.3308477982644117
0.045,0.15902815095694367,0.0,0.3308477982644117
0.05,0.15902815095694367,0.0,0.3308477982644117
0.055,0.15902815095694367,0.0,0.3308477982644117
0.06,0.16027815095694364,0.0,0.3316936548944144
0.065,0.16175963243842512,0.0,0.33322394108075826
0.07,0.1624262991050918,0.0,0.33481312724797596
0.075,0.1696990263778191,0.0,0.3486963828264007
0.08,0.18275458193337463,0.0,0.3708460244987729
0.085,0.19788278706157975,0.0,0.39811615927955357
0.09,0.19788278706157975,0.0,0.39811615927955357
0.095,0.22097802515681783,0.0025389454797145883,0.43941710483392105
0.1,0.23964469182348444,0.0034896735302749615,0.4757997101166939
0.105,0.23964469182348444,0.0034896735302749615,0.4757997101166939
0.11,0.23964469182348444,0.0034896735302749615,0.4757997101166939
0.115,0.26693635849015124,0.01640878715267058,0.5174639298276319
0.12,0.26693635849015124,0.01640878715267058,0.5174639298276319
0.125,0.2859777528256632,0.029478536310576287,0.5424769693407501
0.13,0.2859777528256632,0.029478536310576287,0.5424769693407501
0.135,0.28731108615899653,0.03152316041931813,0.5430990118986749
0.14,0.28731108615899653,0.03152316041931813,0.5430990118986749
0.145,0.3050215238694342,0.04257938367886499,0.5674636640600035
0.15,0.3050215238694342,0.04257938367886499,0.5674636640600035
0.155,0.3233548572027674,0.0469793498353564,0.5997303645701784
0.16,0.3233548572027674,0.0469793498353564,0.5997303645701784
0.165,0.3233548572027674,0.0469793498353564,0.5997303645701784
0.17,0.3380512134780711,0.053949049539516514,0.6221533774166257
0.17500000000000002,0.3380512134780711,0.053949049539516514,0.6221533774166257
0.18,0.3380512134780711,0.053949049539516514,0.6221533774166257
0.185,0.3551940706209283,0.0686122246986996,0.6417759165431569
0.19,0.3551940706209283,0.0686122246986996,0.6417759165431569
0.195,0.3551940706209283,0.0686122246986996,0.6417759165431569
0.2,0.39986073728759486,0.10222554728881239,0.6974959272863773
0.20500000000000002,0.39986073728759486,0.10222554728881239,0.6974959272863773
0.21,0.39986073728759486,0.10222554728881239,0.6974959272863773
0.215,0.408951646378504,0.11024970934033396,0.7076535834166741
0.22,0.408951646378504,0.11024970934033396,0.7076535834166741
0.225,0.44038021780707537,0.13311918351619434,0.7476412520979564
0.23,0.44038021780707537,0.13311918351619434,0.7476412520979564
0.23500000000000001,0.447046884473742,0.14241806432176535,0.7516757046257188
0.24,0.449546884473742,0.14449404700977653,0.7545997219377075
0.245,0.449546884473742,0.14449404700977653,0.7545997219377075
0.25,0.49283353246627226,0.18968914986928614,0.7959779150632584
0.255,0.49283353246627226,0.18968914986928614,0.7959779150632584
0.26,0.49283353246627226,0.18968914986928614,0.7959779150632584
0.265,0.49283353246627226,0.18968914986928614,0.7959779150632584
0.27,0.49716686579960556,0.19433603022586665,0.7999977013733445
0.275,0.5238335324662722,0.22322715956527128,0.8244399053672731
0.28,0.5238335324662722,0.22322715956527128,0.8244399053672731
