Time_h,12_mM,6_mM,3_mM,1.5_mM,0.75_mM,0.38_mM,0.19_mM,0.094_mM
0.0,19.96703605944783,14.125535448430286,11.49512556800253,18.46703605944783,15.302387035679114,14.311384094972384,18.129123907713918,9.99512556800253
0.0960960960960961,19.96706167700215,14.125564011027546,11.495151441356873,18.467052389847122,15.302405966676123,14.311391272480188,18.129134851535273,9.99513576510909
0.1921921921921922,19.967173706772417,14.125688480456947,11.49526224720808,18.467123282813606,15.302489464236274,14.311423342353844,18.12918251856659,9.995180032133632
0.2882882882882883,19.967424914419613,14.125967029174939,11.495507764238404,18.467281591000212,15.30267758521328,14.311496110618744,18.12928916215878,9.99527888263345
0.3843843843843844,19.967868065604705,14.12645782963796,11.495937771130116,18.46756016705986,15.30301038646084,14.311625383300253,18.129477035662728,9.995452830165835
0.4804804804804805,19.96855592598869,14.127219054302454,11.49660204656547,18.46799186364549,15.303527924832665,14.311826966423755,18.129768392429337,9.995722388288087
0.5765765765765766,19.969541261232518,14.128308875624864,11.497550369226731,18.468609533410007,15.304270257182448,14.312116666014633,18.130185485809502,9.996108070557497
0.6726726726726726,19.97087683699719,14.12978546606163,11.498832517796162,18.46944602900635,15.3052774403639,14.312510288098256,18.130750569154113,9.996630390531358
0.7687687687687688,19.972615418943658,14.131706998069195,11.500498270956024,18.47053420308744,15.30658953123072,14.31302363870001,18.131485895814077,9.997309861766967
0.8648648648648649,19.974809772732918,14.134131644104006,11.502597407388572,18.4719069083062,15.30824658663662,14.313672523845272,18.13241371914028,9.998166997821613
0.960960960960961,19.977512664025934,14.1371175766225,11.505179705776074,18.47359699731555,15.310288663435298,14.314472749559418,18.13355629248363,9.999222312252598
1.057057057057057,19.980776858483686,14.140722968081121,11.50829494480079,18.475637322768428,15.312755818480458,14.315440121867827,18.13493586919501,10.00049631861721
1.1531531531531531,19.984655121767155,14.145005990936315,11.511992903144984,18.47806073731775,15.315688108625803,14.316590446795875,18.136574702625328,10.00200953047274
1.2492492492492493,19.989200219537317,14.150024817644518,11.516323359490906,18.480900093616448,15.319125590725042,14.317939530368946,18.138495046125474,10.00378246137649
1.3453453453453452,19.994464917455137,14.15583762066218,11.521336092520833,18.484188244317437,15.323108321631874,14.31950317861242,18.140719153046348,10.005835624885751
1.4414414414414414,20.000501981181596,14.162502572445735,11.527080880917014,18.487958042073654,15.327676358200003,14.321297197551669,18.143269276738838,10.008189534557815
1.5375375375375375,20.007364176377678,14.170077845451631,11.533607503361717,18.492242339538013,15.332869757283138,14.323337393212075,18.14616767055385,10.010864703949979
1.6336336336336337,20.015104268704352,14.178621612136311,11.540965738537203,18.497073989363443,15.338728575734976,14.325639571619014,18.14943658784228,10.013881646619534
1.7297297297297298,20.023775023822594,14.188192044956214,11.54920536512573,18.502485844202873,15.345292870409226,14.328219538797867,18.15309828195502,10.017260876123778
1.8258258258258258,20.03342920739339,14.198847316367786,11.558376161809562,18.508510756709224,15.35260269815959,14.331093100774016,18.15717500624297,10.02102290602
1.921921921921922,20.044119585077702,14.210645598827465,11.56852790727096,18.515181579535422,15.36069811583977,14.33427606357283,18.161689014057018,10.0251882498655
2.018018018018018,20.055898922536514,14.2236450647917,11.579710380192182,18.522531165334396,15.369619180303475,14.337784233219693,18.166662558748072,10.02977742121757
2.114114114114114,20.0688199854308,14.237903886716929,11.591973359255498,18.53059236675906,15.379405948404404,14.341633415739986,18.17211789366702,10.0348109336335
2.21021021021021,20.082935539421534,14.253480237059593,11.60536662314316,18.539398036462348,15.390098476996261,14.345839417159084,18.178077272164764,10.040309300670586
2.3063063063063063,20.0982983501697,14.270432288276137,11.619939950537434,18.548981027097184,15.401736822932756,14.350418043502362,18.184562947592195,10.046293035886126
2.4024024024024024,20.114961183336266,14.288818212823006,11.63574312012058,18.559374191316497,15.414361043067586,14.355385100795209,18.191597173300217,10.05278265283741
2.4984984984984986,20.132976804582214,14.308696183156638,11.652825910574862,18.570610381773204,15.428011194254456,14.360756395062996,18.199202202639718,10.059798665081733
2.5945945945945947,20.152397979568516,14.330124371733476,11.671238100582537,18.58272245112023,15.442727333347072,14.3665477323311,18.2074002889616,10.06736158617639
2.6906906906906904,20.173277473956148,14.353160951009965,11.69102946882587,18.59574325201051,15.458549517199138,14.372774918624902,18.216213685616754,10.075491929678673
2.7867867867867866,20.195668053406095,14.377864093442547,11.712249793987121,18.609705637096962,15.475517802664355,14.379453759969783,18.225664645956083,10.08421020914588
2.8828828828828827,20.21962248357932,14.404291971487662,11.73494885474855,18.624642459032504,15.493672246596432,14.386600062391118,18.23577542333048,10.0935369381353
2.978978978978979,20.245193530136806,14.432502757601757,11.75917642979242,18.640586570470074,15.513052905849065,14.394229631914286,18.246568271090837,10.10349263020423
3.075075075075075,20.272433958739526,14.462554624241267,11.784982297800994,18.657570824062592,15.533699837275968,14.402358274564667,18.25806544258806,10.114097798909963
3.171171171171171,20.301396535048465,14.494505743862641,11.81241623745653,18.675628072462985,15.555653097730834,14.411001796367637,18.27028919117304,10.125372957809795
3.2672672672672673,20.33213402472459,14.52841428892232,11.841528027441294,18.694791168324173,15.578952744067376,14.420176003348578,18.28326177019667,10.137338620461017
3.3633633633633635,20.364699193428876,14.564338431876747,11.872367446437542,18.715092964299085,15.603638833139295,14.429896701532865,18.297005433009854,10.150015300420927
3.4594594594594597,20.39914480682231,14.60233634518236,11.904984273127534,18.736566313040644,15.629751421800293,14.44017969694588,18.311542432963485,10.163423511246815
3.5555555555555554,20.435523630565854,14.642466201295608,11.93942828619354,18.759244067201777,15.657330566904076,14.451040795612997,18.326895023408454,10.177583766495978
3.6516516516516515,20.4738884303205,14.684786172672931,11.975749264317813,18.78315907943541,15.686416325304345,14.462495803559598,18.343085457695665,10.192516579725709
3.7477477477477477,20.514291971747213,14.729354431770771,12.013996986182619,18.808344202394462,15.717048753854808,14.47456052681106,18.360135989176012,10.2082424644933
3.843843843843844,20.55678702050697,14.77622915104557,12.054221230470219,18.834832288731864,15.749267909409166,14.487250771392763,18.378068871200394,10.224781934356049
3.93993993993994,20.60142634226075,14.82546850295377,12.096471775862872,18.86265619110054,15.783113848821122,14.500582343330084,18.3969063571197,10.242155502871247
4.036036036036036,20.648260996636317,14.877128777052992,12.140796782996631,18.89184769860647,15.81862533572262,14.51457054012644,18.416669979162194,10.26038301920141
4.132132132132132,20.69726476627539,14.93118097455789,12.187171121006946,18.922390425618016,15.855782555589467,14.529207625123782,18.437348605371355,10.279454237886185
4.228228228228228,20.748304206472778,14.98747775300527,12.235467961828514,18.954201140608422,15.894484412514835,14.544453900117043,18.458885779897336,10.299317155022873
4.324324324324325,20.80123797422135,15.04586305280776,12.285552986441353,18.987191688222477,15.934623823454118,14.560267312632806,18.481221708359534,10.31991669080701
4.42042042042042,20.855924726513994,15.106180814377982,12.33729187582548,19.021273913104974,15.976093705362691,14.576605810197663,18.50429659637736,10.341197765434131
4.516516516516517,20.91222312034357,15.168274978128567,12.390550310960919,19.056359659900703,16.018786975195948,14.593427340338202,18.528050649570222,10.363105299099772
4.612612612612613,20.96999181270296,15.231989484472138,12.445193972827681,19.092360773254452,16.06259654990927,14.61068985058101,18.552424073557514,10.385584211999467
4.708708708708708,21.02908946058504,15.29716827382132,12.501088542405787,19.129189097811004,16.10741534645804,14.628351288452675,18.577357073958648,10.40857942432875
4.804804804804805,21.089374720982686,15.363655286588745,12.558099700675257,19.166756478215152,16.15313628179765,14.646369601479789,18.602789856393024,10.432035856283154
4.900900900900901,21.150706250888778,15.431294463187033,12.616093128616106,19.204974759111696,16.19965227288348,14.664702737188932,18.628662626480054,10.45589842805822
4.996996996996997,21.212942707296175,15.499929744028812,12.67493450720835,19.243755785145407,16.246856236670922,14.683308643106699,18.654915589839135,10.480112059849478
5.093093093093093,21.275942747197767,15.56940506952671,12.73448951743201,19.283011400961083,16.294641090115356,14.702145266759672,18.68148895208968,10.504621671852465
5.1891891891891895,21.33956502758643,15.63956438009335,12.794623840267109,19.322653451203518,16.34289975017217,14.721170555674444,18.708322918851085,10.52937218426272
5.285285285285285,21.403668205455027,15.710251616141361,12.855203156693655,19.362593780517496,16.391525133796748,14.740342457377604,18.73535769574276,10.554308517275768
5.381381381381381,21.468110937796446,15.781310718083368,12.91609314769167,19.402744233547804,16.440410157944473,14.759618919395734,18.762533488384108,10.579375591087153
5.4774774774774775,21.532751881603563,15.852585626331997,12.977159494241178,19.443016654939232,16.48944773957074,14.778957889255432,18.78979050239453,10.604518325892405
5.573573573573573,21.59744969386924,15.923920281299875,13.038267877322186,19.483322889336577,16.538530795630926,14.798317314483272,18.817068943393437,10.629681641887062
5.66966966966967,21.662063031586364,15.995158623399629,13.099283977914721,19.52357478138462,16.587552243080417,14.817655142605856,18.84430901700024,10.654810459266658
5.7657657657657655,21.726450551747806,16.066144593043884,13.160073476998797,19.563684175728152,16.636404998874603,14.83692932114976,18.871450928834328,10.679849698226729
5.861861861861862,21.790470911346453,16.136722130645264,13.220502055554432,19.60356291701196,16.684981979968864,14.856097797641581,18.898434884515115,10.704744278962808
5.957957957957958,21.853982767375157,16.206735176616398,13.280435394561644,19.643122849880843,16.73317610331859,14.875118519607907,18.925201089662,10.729439121670431
6.054054054054054,21.916849519419483,16.276032912815445,13.339743698421506,19.68227877804068,16.780883877349464,14.893950840633035,18.951691761798987,10.753880996710798
6.15015015015015,21.979017246914417,16.34455589768664,13.398376030462606,19.72099709190177,16.8280644222786,14.91257862676705,18.977884192929483,10.77804892925369
6.246246246246246,22.040502257399023,16.412322304769578,13.456348436633933,19.759287999521284,16.87473004065759,14.931006564901,19.0037854672518,10.80194934164085
6.342342342342342,22.101323089838004,16.479352773743518,13.513679091188203,19.797163101216974,16.920894724851877,14.949240003486697,19.029403615580552,10.825589526730932
