,8,8,8,8,4,2,2,2,1,1,1,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.125,0.125,0.125,0.125,0.062,0.062,0.062,0.062
0,0.04384604409538437,0.052539431644009205,0.14136708657581643,0.07184635755024099,0.166304820205857,,0.11513420025405446,0.11454089066773292,,,0.18323059769662514,,0.04279695181326636,0.0019436565048454378,0.057533591065575776,0.1755732657962119,0.03228806132473099,0.14833678945024317,0.008890281871581356,0.1354847459778925,0.1908904948247531,0.19246703637590568,0.1265886563207419,0.03619682739673259,0.06656547730877235,0.06272961442653256
4,0.1325577245901989,0.000493655673826322,0.1529710687198649,0.10043564411798162,0.07689431445227726,0.11825174267687438,0.11663067772731774,0.12690454220381875,,0.16993070297212481,0.20789990964714586,0.012950557384614763,0.06386211709613142,0.08389577952840561,0.07590358614133554,0.15517141951090388,0.02990510104469053,0.09398896653080167,0.02109220899009691,0.009578128260970738,0.207778941062329,0.09465465725913898,0.15496149754696262,0.13851533300732372,0.0011907334520564075,0.0854110037770898
6,0.00185346544011709,0.0006703815733655878,0.16560997726901944,0.09507792256892947,0.17864801852942414,0.06451739445781693,0.11812715520058102,0.16983631429036156,0.21281484865258754,0.20929663171225452,0.2453218103510099,0.12525948536298828,0.02915985739171272,0.07367472408296549,0.06715748659131876,0.15949718816396197,0.0006957793237999864,0.08149187925851087,0.08248291705428382,0.09135482863325765,0.19691800241228394,0.08096910165325542,0.024717513493362424,0.24083383861791488,0.04410333655740226,0.06597416942188562
9,0.1538846441111374,0.0007229733184711474,0.17834565280240128,0.046754834758880065,0.16755006051457255,0.010783046238759477,0.1101231016470977,0.20325146423496437,0.20382439113711145,0.17243392442455283,0.2173160245783742,0.16242682953975893,0.06287145271273796,0.07799880282024896,0.06495871982715602,0.14486494047190987,0.013312755523456787,0.07471552953728741,0.2065377653355705,0.18586021191811194,0.19158849849753307,0.08499155963571574,0.18529257388759052,0.11393223649998664,0.08835470183945227,0.058104572775930154
12,0.13256320624206477,0.01635561335427349,0.18919503466763984,0.1087767404657958,0.15531808255753227,0.17296238279594717,0.10759647058267847,0.1689138623100515,0.20541266006133319,0.13557121713685114,0.211020928329552,0.1847115407538772,0.0683943784077215,0.07226604942005854,0.06641548282175992,0.17587835816299158,0.0006870722836655305,0.03864039514531782,0.20219155155240928,0.1899241414952078,0.0023080043453102563,0.03969464076025971,0.16392640816123788,0.20012197455399838,0.08923956196112846,0.06595710690361928
14,0.15971972872322895,0.0007063772245159682,0.18921638031847096,0.11190940641926245,0.07379565344298603,0.1825998437852784,0.13279199643838613,0.0019827997753250172,0.21722858149562224,0.18405136419514784,0.2616196675861051,0.2171980095652956,0.07468555549362388,0.0753809069112369,0.07426289469643017,0.12917918379274956,0.0005910957667276703,0.08057404122256645,0.19890451347644986,0.19635161041349222,0.17201199160599176,0.09334053727827143,0.21256373228183345,0.08884503189138278,0.0993550624432323,0.000964244056034358
17,0.138844276618472,0.008599304439725664,0.19817245369555916,0.045808571466080916,0.1428083901535604,0.1698840317067916,0.09899379463494186,0.18344110972776792,0.22323101102171708,0.18808146402363873,0.21892535516329523,0.2010899167089172,0.06981430901707188,0.07106611543173777,0.06836642826199153,0.13780504843316949,0.0006570813695814985,0.08126672423278414,0.24607296061991374,0.18182836003620984,0.18656435991150397,0.08703948852894462,0.18353771842459804,0.160445604702413,0.014855717193502756,0.08560904818886281
19,0.14720844138406033,0.01649223165493536,0.1821061235960855,0.09553648333846988,0.06910469698841748,0.1700652352569399,0.0011072109408626558,0.16759772327830577,0.2195553702960466,0.1862691093152308,0.20855643762851192,0.17368826587433966,0.06214075267957191,0.06233586707057084,0.07100627637546815,0.13373429464390257,0.0007083836048556635,0.03776820541858642,0.22459067649345935,0.1755016954195297,0.17359350114941202,0.07248392914228242,0.08408753549921541,0.18855664452982568,0.08265748119261843,0.08805092635427883
22,0.10983533949831806,0.0004421860177494154,0.19339022567983546,0.09077268315883912,0.1448223007690025,0.17814165561560505,0.08343028849126476,0.18276195334981343,0.2241180023464911,0.18382654150676736,0.20941068331372714,0.07874382104724308,0.06528083709409516,0.05993250284495279,0.0697268023048895,0.12966354085463563,0.0006268414487982718,0.08418015761352106,0.22884791460991943,0.16692901822958417,0.16062264238732005,0.03931080177540603,0.1672967838569794,0.18951291935409756,0.10954404731446812,0.07169101604860526
