mean_fpr,mean_tpr,std_tpr,auc_mean,auc_std
0.0,0.0,0.0,0.8766666666666667,0.0637529955723215
0.010101010101010102,0.8269360269360269,0.07968694771545035,0.8766666666666667,0.0637529955723215
0.020202020202020204,0.8272053872053873,0.07937631707283675,0.8766666666666667,0.0637529955723215
0.030303030303030304,0.8274747474747475,0.07906813661347911,0.8766666666666667,0.0637529955723215
0.04040404040404041,0.8277441077441077,0.0787624350985021,0.8766666666666667,0.0637529955723215
0.05050505050505051,0.828013468013468,0.07845924150411725,0.8766666666666667,0.0637529955723215
0.06060606060606061,0.8282828282828282,0.07815858501658476,0.8766666666666667,0.0637529955723215
0.07070707070707072,0.8285521885521885,0.07786049502684723,0.8766666666666667,0.0637529955723215
0.08080808080808081,0.8288215488215487,0.07756500112482675,0.8766666666666667,0.0637529955723215
0.09090909090909091,0.8290909090909091,0.07727213309337802,0.8766666666666667,0.0637529955723215
0.10101010101010102,0.8293602693602693,0.0769819209018894,0.8766666666666667,0.0637529955723215
0.11111111111111112,0.8296296296296296,0.0766943946995246,0.8766666666666667,0.0637529955723215
0.12121212121212122,0.8298989898989898,0.07640958480809756,0.8766666666666667,0.0637529955723215
0.13131313131313133,0.8301683501683501,0.0761275217145739,0.8766666666666667,0.0637529955723215
0.14141414141414144,0.8304377104377103,0.07584823606319181,0.8766666666666667,0.0637529955723215
0.15151515151515152,0.8307070707070707,0.07557175864719633,0.8766666666666667,0.0637529955723215
0.16161616161616163,0.8309764309764309,0.07529812040018125,0.8766666666666667,0.0637529955723215
0.17171717171717174,0.8312457912457912,0.07502735238703268,0.8766666666666667,0.0637529955723215
0.18181818181818182,0.8315151515151514,0.07475948579446916,0.8766666666666667,0.0637529955723215
0.19191919191919193,0.8317845117845117,0.07449455192117459,0.8766666666666667,0.0637529955723215
0.20202020202020204,0.8320538720538719,0.07423258216751856,0.8766666666666667,0.0637529955723215
0.21212121212121213,0.8323232323232324,0.07397360802486173,0.8766666666666667,0.0637529955723215
0.22222222222222224,0.8325925925925926,0.07371766106444279,0.8766666666666667,0.0637529955723215
0.23232323232323235,0.8328619528619529,0.07346477292584466,0.8766666666666667,0.0637529955723215
0.24242424242424243,0.8331313131313131,0.07321497530503887,0.8766666666666667,0.0637529955723215
0.25252525252525254,0.8334006734006734,0.07296829994200674,0.8766666666666667,0.0637529955723215
0.26262626262626265,0.8336700336700336,0.07272477860793769,0.8766666666666667,0.0637529955723215
0.27272727272727276,0.8339393939393938,0.07248444309200505,0.8766666666666667,0.0637529955723215
0.2828282828282829,0.8342087542087542,0.07224732518772144,0.8766666666666667,0.0637529955723215
0.29292929292929293,0.8344781144781145,0.0720134566788756,0.8766666666666667,0.0637529955723215
0.30303030303030304,0.8347474747474747,0.07178286932505482,0.8766666666666667,0.0637529955723215
0.31313131313131315,0.835016835016835,0.07155559484675661,0.8766666666666667,0.0637529955723215
0.32323232323232326,0.8352861952861952,0.07133166491009545,0.8766666666666667,0.0637529955723215
0.33333333333333337,0.8355555555555554,0.07111111111111107,0.8766666666666667,0.0637529955723215
0.3434343434343435,0.8358249158249158,0.0708939649596854,0.8766666666666667,0.0637529955723215
0.3535353535353536,0.8360942760942761,0.07068025786307729,0.8766666666666667,0.0637529955723215
0.36363636363636365,0.8363636363636363,0.07047002110908424,0.8766666666666667,0.0637529955723215
0.37373737373737376,0.8366329966329966,0.07026328584884238,0.8766666666666667,0.0637529955723215
0.38383838383838387,0.8369023569023568,0.0700600830792768,0.8766666666666667,0.0637529955723215
0.393939393939394,0.837171717171717,0.06986044362521526,0.8766666666666667,0.0637529955723215
0.4040404040404041,0.8374410774410774,0.06966439812118004,0.8766666666666667,0.0637529955723215
0.4141414141414142,0.8377104377104377,0.06947197699287347,0.8766666666666667,0.0637529955723215
0.42424242424242425,0.8379797979797979,0.06928321043837453,0.8766666666666667,0.0637529955723215
0.43434343434343436,0.8382491582491582,0.06909812840906415,0.8766666666666667,0.0637529955723215
0.4444444444444445,0.8385185185185184,0.06891676059029923,0.8766666666666667,0.0637529955723215
0.4545454545454546,0.8387878787878786,0.06873913638185607,0.8766666666666667,0.0637529955723215
0.4646464646464647,0.839057239057239,0.06856528487816464,0.8766666666666667,0.0637529955723215
0.4747474747474748,0.8393265993265994,0.0683952348483578,0.8766666666666667,0.0637529955723215
0.48484848484848486,0.8395959595959596,0.06822901471615896,0.8766666666666667,0.0637529955723215
0.494949494949495,0.8398653198653199,0.06806665253963454,0.8766666666666667,0.0637529955723215
0.5050505050505051,0.92006734006734,0.07770007925407926,0.8766666666666667,0.0637529955723215
0.5151515151515152,0.9202020202020202,0.0776096832383295,0.8766666666666667,0.0637529955723215
0.5252525252525253,0.9203367003367002,0.07752128769514657,0.8766666666666667,0.0637529955723215
0.5353535353535354,0.9204713804713804,0.07743489947542853,0.8766666666666667,0.0637529955723215
0.5454545454545455,0.9206060606060605,0.07735052530475763,0.8766666666666667,0.0637529955723215
0.5555555555555556,0.9207407407407407,0.07726817178094983,0.8766666666666667,0.0637529955723215
0.5656565656565657,0.9208754208754207,0.07718784537163212,0.8766666666666667,0.0637529955723215
0.5757575757575758,0.921010101010101,0.07710955241184973,0.8766666666666667,0.0637529955723215
0.5858585858585859,0.9211447811447812,0.07703329910170541,0.8766666666666667,0.0637529955723215
0.595959595959596,0.9212794612794613,0.07695909150403225,0.8766666666666667,0.0637529955723215
0.6060606060606061,0.9214141414141415,0.07688693554210238,0.8766666666666667,0.0637529955723215
0.6161616161616162,0.9215488215488215,0.07681683699737314,0.8766666666666667,0.0637529955723215
0.6262626262626263,0.9216835016835017,0.07674880150727294,0.8766666666666667,0.0637529955723215
0.6363636363636365,0.9218181818181819,0.07668283456302821,0.8766666666666667,0.0637529955723215
0.6464646464646465,0.9219528619528619,0.07661894150753407,0.8766666666666667,0.0637529955723215
0.6565656565656566,0.9220875420875421,0.07655712753326951,0.8766666666666667,0.0637529955723215
0.6666666666666667,0.9222222222222222,0.07649739768026004,0.8766666666666667,0.0637529955723215
0.6767676767676768,0.9223569023569024,0.07643975683408868,0.8766666666666667,0.0637529955723215
0.686868686868687,0.9224915824915826,0.07638420972395772,0.8766666666666667,0.0637529955723215
0.696969696969697,0.9226262626262626,0.07633076092080243,0.8766666666666667,0.0637529955723215
0.7070707070707072,0.9227609427609428,0.07627941483545897,0.8766666666666667,0.0637529955723215
0.7171717171717172,0.9228956228956229,0.07623017571688767,0.8766666666666667,0.0637529955723215
0.7272727272727273,0.9230303030303031,0.07618304765045368,0.8766666666666667,0.0637529955723215
0.7373737373737375,0.9231649831649831,0.0761380345562664,0.8766666666666667,0.0637529955723215
0.7474747474747475,0.9232996632996633,0.0760951401875792,0.8766666666666667,0.0637529955723215
0.7575757575757577,0.9234343434343433,0.07605436812925107,0.8766666666666667,0.0637529955723215
0.7676767676767677,0.9235690235690235,0.07601572179627149,0.8766666666666667,0.0637529955723215
0.7777777777777778,0.9237037037037037,0.07597920443235007,0.8766666666666667,0.0637529955723215
0.787878787878788,0.9238383838383838,0.07594481910857208,0.8766666666666667,0.0637529955723215
0.797979797979798,0.923973063973064,0.0759125687221215,0.8766666666666667,0.0637529955723215
0.8080808080808082,0.924107744107744,0.0758824559950724,0.8766666666666667,0.0637529955723215
0.8181818181818182,0.9242424242424242,0.0758544834732501,0.8766666666666667,0.0637529955723215
0.8282828282828284,0.9243771043771044,0.07582865352516319,0.8766666666666667,0.0637529955723215
0.8383838383838385,0.9245117845117845,0.07580496834100721,0.8766666666666667,0.0637529955723215
0.8484848484848485,0.9246464646464647,0.07578342993174143,0.8766666666666667,0.0637529955723215
0.8585858585858587,0.9247811447811447,0.07576404012823905,0.8766666666666667,0.0637529955723215
0.8686868686868687,0.9249158249158249,0.07574680058051206,0.8766666666666667,0.0637529955723215
0.8787878787878789,0.9250505050505049,0.07573171275701152,0.8766666666666667,0.0637529955723215
0.888888888888889,0.9251851851851851,0.07571877794400365,0.8766666666666667,0.0637529955723215
0.8989898989898991,0.9253198653198653,0.0757079972450227,0.8766666666666667,0.0637529955723215
0.9090909090909092,0.9254545454545454,0.07569937158040076,0.8766666666666667,0.0637529955723215
