Accuracy,Precision,Recall,Specificity,F1,MCC,BACC,AUROC,AUPRC,Model,Target,N_drugs
0.6,0.6666666666666666,0.5714285714285714,0.6363636363636364,0.6153846153846154,0.20645590963700367,0.6038961038961039,0.6883116883116883,0.7555989461175219,MoLFormer-XL + XGBoost,DIQT → Arrhythmia,25
