,40,40,40,20,20,20,20,10,10,10,10,5,5,5,2.5,2.5,2.5,1.25,1.25,1.25,1.25,0.625,0.625,0.625,0.313,0.313,0.313,0.313
0,0.1116896939081681,0.11491068461411941,0.001784392377291256,0.08472305604991798,0.10361499998279945,0.12056106299734082,0.05483761973768323,0.07151078843913795,0.11237978685268277,0.1769337501153458,0.06957875527836715,0.12061775150580636,0.11400687524140464,0.16293732853877496,0.14201216858746685,0.1332843672621083,0.00032182609824353244,0.16052421957571814,0.17078768065136674,0.07238815573921055,0.10320988207798373,0.16792772254752933,0.04592387503808125,0.0006464463539217193,0.12101945016382976,0.1167999762264586,0.06449877494863607,0.09684980928923263
3,0.12828214342225908,0.18905270653135037,0.02107263596698275,0.07465744760190036,0.10509157197583448,0.13053808998286212,0.05087451927941307,0.07645185867552211,0.05635708024663208,0.18635802287341802,0.05553335723235548,0.12630542472741468,0.14622364051942602,0.19499821193734918,0.1310871084404557,0.12362035592709189,0.00043948156319413014,0.14290989145756755,0.16481703904505074,0.07057669778191604,0.10143775904635875,0.15645624100076205,0.04625263429878849,0.0005097801255419007,0.12779673204472594,0.11872116370220895,0.000771587531876531,0.10831270187900392
14,0.14487459293635008,0.26319472844858127,0.04036087955667425,0.06459183915388277,0.10656814396886952,0.14051511696838345,0.04691141882114291,0.08139292891190626,0.00033437364058140563,0.19578229563149022,0.041487959186343806,0.13199309794902303,0.17844040579744738,0.2270590953359234,0.12016204829344457,0.1139563445920755,0.0005571370281447278,0.125295563339417,0.15884639743873474,0.06876523982462153,0.09966563601473377,0.19977206718659665,0.043099214767167424,0.0004189643990734265,0.13793171154187922,0.10201749007041179,0.06355520542662832,0.1175348002855708
16,0.11486444819183002,0.33480799837101155,0.039254979929830104,0.0815618700615427,0.10296285009783046,0.14091653420199055,0.022284260251569293,0.07998150522827291,0.000344077141748585,0.19419826094378848,0.041471246100673875,0.12760401803049298,0.18626924825647645,0.22210170413904706,0.12453129595404487,0.13693288754837593,0.00033853150601186337,0.12318189477322448,0.10813093704941326,0.06675506648493769,0.0371040346554816,0.21990370073086393,0.039788901865455424,0.0004951631722616076,0.14312829120351145,0.09257861811846461,0.05958872999953722,0.10350796163129806
19,0.11470550546035571,0.1552481780346865,0.03727516305576663,0.0008007388441414509,0.11205200551315593,0.0041798813518450295,0.05062746658872514,0.08151412078317992,0.00035968729335499207,0.1803920540726284,0.0416301553114427,0.14005917015579228,0.011942427299264285,0.21391122565655526,0.12210265985129864,0.1433366117692389,0.00028743056572698677,0.11028518394958027,0.07919799459126971,0.060289362791685494,0.09281070946540086,0.22529576261147244,0.04087536335242229,0.0004189035527185065,0.13837840766200016,0.10159756161493957,0.05532124974941094,0.09437121877473513
22,0.10194178674320531,0.21256407820732892,0.0005711148687909067,0.07401192310639075,0.10746620394662225,0.11970589259843753,0.028624547469172503,0.08207139352592975,0.000280865149182801,0.16651981935892857,0.0008047072751331562,0.12375213838981548,0.1814845621713494,0.2000025101727888,0.1231897423779748,0.12888611135766684,0.00028933242459532087,0.12944142594839103,0.09030333746068989,0.053512361548611526,0.11017633291038577,0.22589355474379325,0.0386579225330286,0.0004573916933278522,0.12223048197423772,0.08936757648485247,0.06379956824834945,0.1093765709723339
24,0.10498488789157065,0.11057700049450274,0.03858477375515029,0.07410628575852711,0.09911813928181008,0.0012201113770467884,0.045205450258682056,0.07866810671884239,0.00028258379022635163,0.17177285124598152,0.04148920113603723,0.12305829423026163,0.19518835967863532,0.0024278408635499825,0.12263128386378974,0.1356813003741545,0.0003088986285689788,0.13267097068035497,0.11602428405052374,0.05557217179187796,0.10289471771568233,0.22122281192862012,0.03706774156579724,0.0004128757030316107,0.1152684081939427,0.09309001690888992,0.05303848838343718,0.10636666754313287
27,0.09459242811592383,0.20739985609654304,0.03605496075082047,0.06448102181559215,0.11395368096839328,0.14609669247416399,0.04682021257965002,0.0854850615629421,0.00029367670217710757,0.1722880808671428,0.039174949864116036,0.12509137965816333,0.20889215718592122,0.2117509201455354,0.13097732932139777,0.11086907428946459,0.0002939230739593255,0.14540772252561124,0.09870213211574537,0.04632276779932913,0.07364416330703544,0.19512102339706502,0.03525338568755222,0.0005415986251448001,0.11219115895112898,0.09912890692999095,0.052836616653233304,0.11899319870491828
29,0.09966188619897563,0.2107980134004611,0.030524348499595427,0.06145062433823083,0.10570922966967052,0.14688190460405373,0.049322607349401124,0.09070538601136555,0.00025029925344117044,0.15836211259117575,0.04050764413730885,0.13959825151093916,0.15240959160450174,0.2060747388556351,0.12744458585906557,0.10786493974835872,0.0002872837783611574,0.13561632264324047,0.15117101093524568,0.04652084182997595,0.09812160116363922,0.15147647868088748,0.03875619946370012,0.0006172437957760742,0.10911390970831525,0.09005792654186717,0.053252382236392365,0.11554843817173359
