Time_h,10_mM,5_mM,2.5_mM,1.25_mM,0.782_mM,0.625_mM,0.313_mM,0.156_mM
50.87587587587587,4.633829759863572,6.657833170870774,8.79682376915099,7.331548360558647,6.1491556704945145,7.6835890283785275,6.494974715029454,9.76015252520857
50.97097097097097,4.627684571642626,6.654906210247498,8.798440350140904,7.328994898831242,6.145134519927056,7.682519351037243,6.487126816413024,9.761905621970044
51.066066066066064,4.621591007942899,6.651996574247178,8.80005667372429,7.326459218939471,6.1411443036685105,7.681454335704438,6.479305510508511,9.76364176181585
51.16116116116116,4.61556394903451,6.649111768432486,8.801668035165582,7.323947717743122,6.1371948824680045,7.680396842224393,6.471532159736724,9.765356862298772
51.25625625625625,4.609618275187579,6.646259298366084,8.803269729729214,7.32146679210198,6.133296117074659,7.6793497304413885,6.463828126518472,9.767046840971586
51.35135135135135,4.6037688666722225,6.643446669610636,8.804857052679619,7.319022838875833,6.129457868237602,7.678315860199699,6.456214773274562,9.76870761538708
51.446446446446444,4.598030603758561,6.640681387728814,8.806425299281232,7.316622254924467,6.125689996705955,7.677298091343602,6.448713462425809,9.770335103098036
51.54154154154154,4.592418366716712,6.637970958283278,8.807969764798486,7.31427143710767,6.122002363228843,7.6762992837173805,6.441345556393023,9.771925221657234
51.63663663663663,4.586947035816796,6.635322886836696,8.809485744495817,7.311976782285226,6.118404828555392,7.675322297165306,6.434132417597012,9.773473888617456
51.73173173173173,4.58163149132893,6.632744678951734,8.81096853363766,7.309744687316925,6.114907253434726,7.674369991531662,6.427095408458587,9.774977021531484
51.826826826826824,4.576486613523234,6.630243840191058,8.812413427488442,7.307581549062552,6.111519498615969,7.673445226660723,6.420255891398558,9.7764305379521
51.92192192192192,4.571527282669827,6.627827876117333,8.813815721312606,7.305493764381893,6.108251424848245,7.672550862396767,6.413635228837735,9.777830355432087
52.01701701701701,4.566768354892203,6.625504279608539,8.815170718542875,7.303487719905307,6.105112877078384,7.671689753485348,6.407254747737852,9.779172397892054
52.11211211211211,4.562217877899815,6.62327696695044,8.81647602575434,7.301566917959858,6.102109244617204,7.670863317028191,6.401125776972405,9.780454384733051
52.207207207207205,4.557867781130276,6.621141387187386,8.817734701992306,7.299728032559244,6.0992353684816205,7.670069566642204,6.395235975893192,9.781678285985075
52.3023023023023,4.5537076616726315,6.6190917641357,8.818950595286235,7.297966749645552,6.096484563327744,7.669306023452717,6.389569578821341,9.782846686753274
52.39739739739739,4.549727116615925,6.6171223216117,8.82012755366559,7.296278755160864,6.0938501438116885,7.668570208585063,6.384110820077991,9.783962172142797
52.49249249249249,4.5459157430492,6.615227283431703,8.82126942515983,7.294659735047265,6.0913254245895665,7.667859643164573,6.3788439339842755,9.785027327258785
52.587587587587585,4.542263138061499,6.61340087341203,8.822380057798412,7.29310537524684,6.088903720317492,7.667171848316586,6.37375315486133,9.786044737206385
52.68268268268268,4.538758898741865,6.611637315368999,8.823463299610806,7.291611361701672,6.0865783456515805,7.666504345166428,6.36882271703029,9.787016987090743
52.77777777777777,4.5353926221793435,6.609930833118933,8.824522998626463,7.290173380353848,6.084342615247943,7.665854654839438,6.36403685481229,9.787946662017005
52.87287287287287,4.532153905462976,6.608275650478148,8.825563002874851,7.288787117145451,6.082189843762696,7.665220298460945,6.359379802528464,9.788836347090314
52.967967967967965,4.529032345681807,6.606665991262964,8.82658716038543,7.287448258018564,6.0801133458519505,7.664598797156283,6.354835794499946,9.789688627415819
53.06306306306306,4.5260175399248785,6.605096079289701,8.827599319187657,7.286152488915272,6.0781064361718204,7.663987672050787,6.3503890650478745,9.790506088098665
53.15815815815815,4.5230990852812365,6.603560138374677,8.828603327310997,7.28489549577766,6.076162429378421,7.66338444426979,6.346023848493385,9.791291314243994
53.25325325325325,4.520266578839921,6.602052392334214,8.82960303278491,7.283672964547811,6.074274640127864,7.662786634938621,6.341724379157607,9.792046890956957
53.348348348348345,4.517509617689979,6.600567064984629,8.830602283638854,7.28248058116781,6.072436383076261,7.662191765182618,6.337474891361679,9.792775403342697
53.44344344344344,4.5148177989204505,6.599098380142243,8.831604927902296,7.2813140315797416,6.070640972879733,7.661597356127111,6.333259619426736,9.793479436506356
53.53853853853853,4.512180719620382,6.597640561623375,8.832614813604692,7.280169001725691,6.0688817241943855,7.661000928897435,6.3290627976739104,9.794161575553083
53.63363363363363,4.509587976878813,6.596187833244342,8.833635788775505,7.27904117754774,6.067151951676337,7.66040000461892,6.324868660424341,9.794824405588026
53.728728728728726,4.507029167784792,6.594734418821467,8.834671701444194,7.277926244987974,6.0654449699817,7.659792104416903,6.32066144199916,9.795470511716326
