Feature,Importance
n_O2,0.14110638734207753
R0_Contractility,0.10879080706250405
tau_O2,0.08682828651300213
kappa_O2,0.0843717602762601
Emax_Contractility,0.08349498286430322
tau_Contractility,0.08191404436908514
k_elim_O2,0.07819116928210833
k_elim_Contractility,0.07778172239018977
m_Contractility,0.06423631151051175
kappa_Contractility,0.05282106712837485
m_O2,0.04745176856133309
R0_O2,0.041261879714997854
n_Contractility,0.03023942096001241
Emax_O2,0.021510392025239786
