Time,1.5,1.5.3,1.5.2,1.5.1,0.75,0.75.3,0.75.1,0.75.2,0.375,0.375.2,0.375.3,0.375.1,0.1875,0.1875.1,0.1875.2,0.1875.3,0.0938.2,0.0938.1,0.0938,0.0938.3,0.0469.3,0.0469,0.0469.2,0.0469.1,0.0234.1,0.0234.2,0.0234.3,0.0234,0.0117.1,0.0117,0.0117.2
41,0.0964519522817172,0.0621114110944666,0.0452353227171339,0.0139992216411531,0.1685827140194461,0.1298204907911562,0.1116357787105091,0.0611614774611141,0.2096526337150323,0.1530951953234646,0.0572397290804546,0.0002933149609174,0.0783475008453902,0.0222873898818003,0.0003735755188172,0.0003720017757793,0.1355140260472443,0.1373813021441516,0.0520029626834268,0.0400017416483117,0.0646056052010654,0.0639953736615085,0.0392660990064855,0.0004278108990989,0.1683615035043575,0.1067146023168761,0.0662479894298744,0.0470108490239577,0.0898870747405065,0.1022687911489844,0.0392473966433477
43,0.1180108470241662,0.0585887591900175,0.049010741228501,0.0006855392419866,0.1351386772967973,0.1250346118004193,0.1072778082666559,0.053274138129575,0.1752964338653971,0.1532973382958852,0.0537779433639059,0.0002901423791846,0.0333853318572091,0.0003630936560238,0.0004738949931117,0.0003337520652404,0.1196197951357967,0.143985366693695,0.0279262604880195,0.0378644189887038,0.0709471593264945,0.0693605031612541,0.0362821616811868,0.0004638844274946,0.1587649564874148,0.0950978108685376,0.0653937259710613,0.0429016087800052,0.0947743159738431,0.1314476007029048,0.0422963349988849
46,0.102528948125526,0.065942635754078,0.0471914229704546,0.0008988194674991,0.1408240971894628,0.1250836921488227,0.1030649548317675,0.0568630577909092,0.2078785251796634,0.1568530786953151,0.0577535747498559,0.0002675359741433,0.0791732228156402,0.0003703122960155,0.018188484476975,0.0005333404215161,0.1594525523824175,0.1627100408962234,0.0503442139274401,0.0006660459504247,0.0725746098276016,0.0794780945620911,0.0005559309752194,0.0004357186549468,0.1751079422911562,0.0970203225972275,0.0628893862132439,0.0356440321360408,0.1096884693129002,0.1606264102568252,0.0391788522771331
49,0.114553698254065,0.0637495116271423,0.0501554599701743,0.000663912006608,0.1557206003399761,0.1251327724972261,0.1037167998241002,0.0566307496427983,0.2002825625120114,0.1545238378012961,0.0619391078301378,0.0004333263444384,0.0770308361335992,0.0102153236605268,0.0359030739608383,0.0005204886964258,0.156603168146886,0.1380236624363885,0.042697719730302,0.0377392635967259,0.0856601265177627,0.0667409632802633,0.0004614840358716,0.0118817926197696,0.1712414342994287,0.0962416816465151,0.0629723705958973,0.0430766793126957,0.1188709869626354,0.1643771546863663,0.0458339431213627
51,0.126578448382604,0.0664199544724523,0.04644889986242,0.0005087405784242,0.153722112042734,0.1110324166055625,0.1037526538116838,0.0591692556825557,0.2010329598488314,0.1770638692602045,0.0555447963210144,0.0003846748306529,0.0748884494515582,0.0443776985738784,0.0364915291491818,0.0003243285775954,0.1382194187835893,0.0969335910851842,0.042833988207668,0.0410274324480545,0.0708621092234212,0.0656725718782816,0.0003974657481834,0.0004490454220285,0.1985611866656108,0.0902932249442057,0.0630553549785507,0.0417650113713925,0.1072790646719805,0.1368734664224673,0.0445741587026463
54,0.1034157293426957,0.0659932251131906,0.0460697153028929,0.000525290802705,0.1688598450684325,0.1224274360275462,0.0977183298775242,0.0574775090456629,0.1648900409494362,0.1507958484565326,0.0559589728012504,0.0003360233168675,0.085440997608989,0.0481134677208264,0.0326918495605921,0.0002970728392831,0.1698318450067201,0.0431991829604531,0.0440354282598566,0.0186826154312528,0.07316430411823,0.0704293365523555,0.0003993889498257,0.0004870311054024,0.189716103611577,0.0928187850195417,0.0643527299173009,0.0404533434300893,0.1006051284939076,0.1602866647518136,0.038612298751911
56,0.116325613111594,0.0653510319098643,0.0461524470617733,0.0229070813001497,0.1901019461219956,0.1429016135441386,0.1255834565354133,0.0543090940320716,0.1724949755744563,0.1663242270152622,0.0561465188263135,0.0002758430886993,0.0889315762519548,0.0561801632531565,0.00078757591094,0.0003045660239015,0.142783441792107,0.0042961411008262,0.0436812848699225,0.0007735125586063,0.0730081260617509,0.0682173933988123,0.0003658367647756,0.0004544009094183,0.1608276602009564,0.076330059332785,0.0713654349683316,0.041993981603864,0.1073077523109808,0.1387624678225005,0.0397798708942649
59,0.1072747452561995,0.0630334179233634,0.0425758952632187,0.0452888717975944,0.1582120175924383,0.1116047930539699,0.1002241709445182,0.0501008645830555,0.1671642334662984,0.1355916958065143,0.0528698187069183,0.0002520573129198,0.0011646354134705,0.0635235178742707,0.001257465709532,0.0028602929829974,0.1349008520508969,0.0393017242787731,0.0390764671086082,0.0436181701574507,0.0732216903430268,0.0670609716487826,0.0004090810669626,0.0004190665449492,0.0866037772906099,0.0886291291574687,0.0658523216406015,0.0419276695373952,0.1011964877662524,0.1625053348389112,0.0397875075500119
62,0.1049084648859588,0.0628525408106856,0.0433929613559849,0.0453365412966231,0.1770686012657069,0.1242203553891842,0.1217428460567482,0.0458926351340394,0.1680851378786113,0.1378842396359919,0.056330018948586,0.0002293893489465,0.0702032823864151,0.0590070908629468,0.0351540621491617,0.0003568756664285,0.1229812814598779,0.0359220442742361,0.0340984213421702,0.0450500670280901,0.0766818812725206,0.0659045498987528,0.0003870471778287,0.0005694633100898,0.1822586670117864,0.0881227743786196,0.0674932194892097,0.0005216783962972,0.079733707504676,0.101989391106083,0.0378532253641858
64,0.1030931809894933,0.0639918534630011,0.0456399390247958,0.000654937532811,0.1866600326477136,0.0455409351643765,0.1050734934735579,0.0518234945279994,0.1690060422909243,0.1401767834654694,0.0580414080752061,0.0002067213849732,0.0612125779688125,0.0591465698701161,0.0321221170156234,0.0003310738391135,0.1110617108688589,0.039496977660224,0.0420547948834815,0.036735607860909,0.0756488454864968,0.0659630753991878,0.0003631741734016,0.0016582716309051,0.2025761330786394,0.0841705048297787,0.0660778423656686,0.0008261235903181,0.0582709272430997,0.0414734473732547,0.02444731792401
67,0.1147717764681186,0.0551471625444263,0.0208068292789104,0.0488181585266324,0.1745178746131683,0.1085737575553982,0.0990792268559006,0.0384716129010103,0.1666624842876076,0.1249170045705746,0.0505660711622102,0.000229688641471,0.0557528498224873,0.0652208746916085,0.0165292333900761,0.0003070609024421,0.1611100848632702,0.0356279555784652,0.0459813895955179,0.0172972746852925,0.0739117353587538,0.0637175562292763,0.0004955298902415,0.0004703968792878,0.2041699060423287,0.0781558872389493,0.0646624652421275,0.0007051096510469,0.053521715031184,0.0419004868322634,0.0390280140666621
70,0.1198046264373488,0.0570151223052646,0.0411440286285928,0.0509754914037334,0.0594546848371012,0.1212591548603254,0.0979232448362739,0.0502297662593559,0.17141247796101,0.1541250387511978,0.0552026330157166,0.0002526558979688,0.0663694191446624,0.0632960345943205,0.0374726080726207,0.000306572863849,0.1359627128432726,0.0362486308074177,0.0501581697603295,0.0408080609565586,0.0861292023957452,0.0568144388420795,0.0003959839802686,0.0007838549428488,0.1737685013698484,0.0776701020758232,0.067531041361285,0.0005840957117756,0.0702397060552595,0.0397699190503023,0.0407764722663082
72,0.1048618127402446,0.001043677563446,0.0382813988848488,0.0006797849671317,0.1522579753876311,0.1298408225146178,0.1084026930767501,0.0483752080173738,0.1761624716344124,0.1616352039226674,0.0550056005222027,0.0002538717456407,0.0559941652501252,0.0603305356302039,0.0338505606431525,0.0002902085814327,0.1334230623472529,0.0348487055378818,0.0489851416395755,0.0392364537687572,0.0776870042583097,0.0534947025428893,0.0005023102903023,0.0004449005596046,0.2016967194121452,0.0903492409043482,0.0775243022889635,0.0004630817725043,0.0980274337653686,0.039667206148322,0.0366808208911876
75,0.113385935551538,0.060921344402941,0.0342394005818701,0.0007156026949464,0.1662853569422915,0.1244096390320938,0.1043863856108184,0.04466568829902,0.185176855702297,0.1427722863092909,0.0537663164282091,0.0002550875933126,0.055812348856682,0.0590552418317686,0.0357881077920742,0.0003243147631801,0.1546914455725763,0.0005707591635944,0.0557475924762801,0.0404116477126536,0.0824466665945377,0.0541564240844768,0.0003768216721362,0.0005116531647893,0.2130095775352968,0.0878232627232222,0.0706977901128593,0.0003420678332331,0.0906651828629584,0.040076048209156,0.0397320678346145
78,0.1205101433356129,0.0628105847465309,0.0411918347547127,0.0545605626570903,0.1730974003067764,0.1165548413674359,0.1003700781448867,0.0479967277117449,0.1959783733282363,0.1184383295067379,0.0531833597931167,0.0003026223544573,0.0555415329976968,0.0593662999001038,0.0432105534757474,0.0002618195506036,0.1502472303469088,0.029730056732067,0.0494825523499183,0.0404141687835038,0.0690118493310281,0.0483772213354594,0.0003443429068685,0.0004230500700587,0.2129981879429285,0.1012429447685848,0.0608008286174076,0.0003336814103034,0.0833029319605481,0.0382900977839,0.0362028090109274
80,0.0502095804403415,0.0622377719951205,0.0220161468665219,0.0549726529095958,0.1643764481485434,0.1278161126346937,0.0984772704437441,0.0525456907184324,0.1960708858544032,0.1270876472174003,0.0608119918795609,0.0002427217014738,0.0542643459815467,0.0578792865510507,0.0196921721248792,0.0002867443497934,0.1312362232619724,0.0005212326680986,0.0536171110789887,0.040442413290462,0.0756779569691608,0.0473170919222182,0.0002989655011417,0.000488630292595,0.1893782917204597,0.0914042339935722,0.063786633582142,0.0003195539566134,0.0759406810581378,0.0007105082308951,0.0014039671622942
83,0.1053808039681123,0.0649049091081012,0.0416679060450259,0.0487206349075577,0.1536337318088868,0.1197218647084482,0.1154993527053563,0.0572569417891364,0.1779368627694767,0.0901193487431757,0.0547479985751124,0.0002887131799019,0.0009516035034453,0.0565000242478907,0.0355565952273215,0.0003116691489832,0.130830309434851,0.0348041522534956,0.0442825209127155,0.0007113097345471,0.0666118121594854,0.048121820055832,0.000307242250131,0.0007026712369009,0.165758395497991,0.0918274473678218,0.0607702988915159,0.0003054265029234,0.0906310247658246,0.0408070474521938,0.0348378594449232
86,0.1045648941268991,0.0621005828220592,0.0443018175510839,0.0007688734231651,0.175308797910943,0.1188743297657426,0.1062675289096661,0.0434796672862387,0.1598028396845501,0.1461124917862509,0.055482240358224,0.0002597633205715,0.0581573099696728,0.0589704628200791,0.0393024281805439,0.0003530082622605,0.1433590165744071,0.0004920973372096,0.0536936009370106,0.0006758999613911,0.0629107611878877,0.0489265481894459,0.0003155189991204,0.0004690415759823,0.1841413215374667,0.0916025370432311,0.0610462671784156,0.0002912990492334,0.0896566552863673,0.0379122619287594,0.0005005615810271
88,0.1028944120839183,0.0629904852525946,0.0008123341530615,0.050135449801292,0.1422751853621619,0.118026794823037,0.122647705035722,0.0537851049736285,0.1497045420010183,0.1615423022455067,0.0575611079016601,0.0002308134612411,0.0473262664533934,0.0670223467353088,0.001214505007658,0.0003231564924687,0.1320017309806631,0.0384573111502568,0.0510777133720043,0.0403939901713644,0.0366669490637487,0.0501119702837533,0.0003952194576009,0.0005115903351028,0.2175372114256578,0.0865232414263552,0.0598868903194258,0.0010440739087538,0.1131646592003905,0.0401564440656789,0.0346008416001203
91,0.0976763095736098,0.0562139107718677,0.0004807001117715,0.0615790509309387,0.0683471056861928,0.1180179361410148,0.1040610121401211,0.0207755043637842,0.1532703039186459,0.1346185707056078,0.060992496985565,,0.0007675035496776,0.0593459292007223,0.0005765731126418,0.0003821042406426,0.1447455939634467,0.0376258623436409,0.0503342250138658,0.0425872525714571,0.0009650411119875,0.0512973923780608,0.0002819618547998,0.0005541390942232,0.2144084531242338,0.0722204417365096,0.058727513460436,0.0017968487682743,0.0828748067482595,0.0414554105805067,0.0004406603972196
94,0.1236035093310551,0.0531822000609415,0.0004129722815083,0.0522339367422969,0.1501004739730756,0.1180090774589926,0.1131517019959711,0.0470636520944003,0.1746960596685734,0.1327239936182949,0.0511386426795967,,0.0411110994637266,0.0590282696384889,0.0438891568818772,0.0003285427476312,0.1541498599195514,0.0176871979699434,0.0508888580263633,0.0399480515790955,0.0725801817673952,0.0516458455509836,0.0003155261663417,0.0354636133605859,0.2099720159041022,0.0795071617993407,0.0607001077457084,0.0004197235187213,0.085523990688328,0.0369675156672973,0.0126654196563897
96,0.1037977272634307,0.0608591007251862,0.0405769002042105,0.0561976249659912,0.1337126727828647,0.1219706416630647,0.1222423918518211,0.0436370044672841,0.1721646401358993,0.1500116721213782,0.0563863339596941,,0.0519102642752603,0.0591887820035062,0.0206891530148798,0.0002828690572723,0.1336899195862679,0.0395639084277085,0.0456075454273691,0.0420571865968759,0.0754171419253381,0.0427980705638446,0.0002989957562145,,0.1321893250030328,,0.0643021009785742,0.0003886673839955,0.0985013390230675,0.0430277898148049,0.0005147441654424
