Feature,Mean_Abs_SHAP
n_O2,0.15276381751201326
R0_Contractility,0.10808736088155607
Emax_Contractility,0.08837878041898552
k_elim_O2,0.05574107778481837
tau_O2,0.054927456547267786
kappa_O2,0.02926137033073484
tau_Contractility,0.021952730416370424
R0_O2,0.015289083628650174
m_Contractility,0.014592829922192591
Emax_O2,0.010497080857190444
m_O2,0.010091581498292718
n_Contractility,0.007571168200210261
kappa_Contractility,0.007209678388053048
k_elim_Contractility,0.0034786275786048084
